,Labels,FuzTop_x_euclidean_5,FuzTop_y_euclidean_5,Umap_x_euclidean_5,Umap_y_euclidean_5,FuzTop_x_cosine_5,FuzTop_y_cosine_5,Umap_x_cosine_5,Umap_y_cosine_5,FuzTop_x_euclidean_15,FuzTop_y_euclidean_15,Umap_x_euclidean_15,Umap_y_euclidean_15,FuzTop_x_cosine_15,FuzTop_y_cosine_15,Umap_x_cosine_15,Umap_y_cosine_15,FuzTop_x_euclidean_50,FuzTop_y_euclidean_50,Umap_x_euclidean_50,Umap_y_euclidean_50,FuzTop_x_cosine_50,FuzTop_y_cosine_50,Umap_x_cosine_50,Umap_y_cosine_50,FuzTop_x_euclidean_200,FuzTop_y_euclidean_200,Umap_x_euclidean_200,Umap_y_euclidean_200,FuzTop_x_cosine_200,FuzTop_y_cosine_200,Umap_x_cosine_200,Umap_y_cosine_200,Cylinder_theta,Cylinder_z
0,16,-0.15572025,-0.14834604,5.453147,-7.223867,-0.2251396,0.92126906,-3.4548926,20.11516,1.0613683,0.70710677,6.3535657,11.118153,-0.010058698182668508,0.011247206989309302,6.404758,20.036436,1.0804144,-0.26766735,12.58022,0.91023093,-0.011103424810603287,0.003397296052771544,-1.6778333,11.29881,-0.03654993073473448,0.05350362444026737,-0.354753,13.251612,-0.018020421540561216,0.0565226725645391,6.436645,10.310747,10.418629,15.980816
1,16,-0.1507149,-0.15867507,5.866431,-6.982242,-0.19060378,0.87795085,-2.9408672,20.100811,1.0546153,0.6270029,6.560169,10.976812,-0.00930426388760788,0.010407706845468215,6.4353805,19.767187,1.0764912,-0.25673786,12.191898,1.0411478,-0.010759469061396682,0.003285201910208821,-1.4155506,11.256353,-0.03521237040065181,0.051473440339437994,-0.17718163,13.256241,-0.017489039170262063,0.05477991065266067,6.5081506,10.209731,3.9716783,16.127945
2,16,-0.16809565,-0.15940087,5.5527587,-7.1203666,-0.2677637,0.87330484,-3.1351235,20.15541,1.040994,0.4715312,6.423221,10.883551,-0.006926481023805262,0.007747611149372809,6.556347,19.890524,1.0661764,-0.22156835,12.255141,0.98206306,-0.009049602192842957,0.002788371431872582,-1.5501742,11.313301,-0.03215070846350024,0.04683778584729281,-0.12197333,13.334739,-0.01569761759506209,0.04893498116878079,6.515601,10.13851,10.3048935,16.083338
3,16,-0.16306047,-0.1654459,6.0393233,-6.8890834,-0.24658415,0.83862156,-2.670894,20.099495,1.0495989,0.56717724,6.7652826,10.965433,-0.008450033280547655,0.009436425345280611,6.3374715,19.664606,1.0706886,-0.2361242,12.204157,1.1410905,-0.009703217018300006,0.00291732097925205,-1.4196078,11.220625,-0.0328824412209368,0.04794953363122868,-0.31953397,13.125869,-0.016258307255512833,0.05077899512082834,6.783452,10.044422,10.115716,16.237429
4,16,-0.1602474,-0.1589735,5.724279,-7.0520735,-0.22709581,0.883307,-3.0262208,20.112398,1.0520571,0.59768856,6.626869,10.899834,-0.009069138447348307,0.01014462819774638,6.524902,19.9021,1.0732807,-0.24580105,12.297595,1.023034,-0.010539311712772271,0.0032064453919745644,-1.5422628,11.196413,-0.034410391752034905,0.05043325252713244,-0.1972759,13.087391,-0.017409439859150472,0.054591720056738645,6.7286935,10.238154,3.99644,16.107365
5,16,-0.15785322,-0.15491506,5.605504,-7.0433636,-0.21927111,0.8973894,-3.2139165,20.133322,1.0584319,0.6718144,6.639339,10.899751,-0.00958625414148856,0.010722213529691556,6.482566,19.892698,1.0791613,-0.264343,12.201559,0.800138,-0.010943681467496464,0.0033168669652419293,-1.5619304,11.275129,-0.036036439994676796,0.05267969961453545,-0.21002205,13.190739,-0.017795644874851177,0.05576956101259407,6.487804,10.1053,10.295554,16.082382
6,16,-0.1634586,-0.15700778,5.6096473,-7.15378,-0.24825054,0.88613445,-3.2032843,20.11535,1.0512054,0.5895453,6.377186,11.073467,-0.008621732108351541,0.00964171366604976,6.5053263,20.002375,1.0742967,-0.24867149,12.385393,0.99455464,-0.010365619901113647,0.003225829878597237,-1.678946,11.258467,-0.034979714433348644,0.051213532920253844,-0.14758873,13.366595,-0.017332580168880018,0.0543403075141029,6.519263,10.226568,10.324324,16.063843
7,16,-0.16684617,-0.16452125,5.968076,-6.89243,-0.2605804,0.8448072,-2.6961205,20.053965,1.0456276,0.52180976,6.703515,10.918661,-0.007781239611175371,0.008695942683545212,6.3700724,19.67825,1.0669013,-0.2245725,12.3479805,1.0780809,-0.009431990382071327,0.0027959985618740348,-1.5312672,11.130691,-0.031857243030179956,0.04645205158739842,-0.3608756,13.046296,-0.01591954963203731,0.04969610083971547,6.6042223,9.952301,3.8970423,16.1693
8,16,-0.19114731,-0.21476303,7.71197,-7.8897295,-0.36768845,0.60933375,-1.8184942,18.312027,1.0421729,0.48423067,7.11883,11.149599,-0.007142442065857354,0.00799721800729276,6.8459706,19.33839,1.0572785,-0.18950929,12.519761,1.3833833,-0.00790427362185965,0.002392805209195275,-1.8230616,10.844595,-0.02765083617275027,0.040169481474866695,-0.4765788,12.89285,-0.013257897393116351,0.041524591609113384,6.377137,10.152549,-1.388683,17.010368
9,16,-0.16706288,-0.15919271,5.5869417,-7.0994096,-0.26099792,0.87149775,-3.0010152,20.175156,1.0427006,0.4912993,6.46942,11.032452,-0.0071381725445262886,0.00798475615697271,6.5063496,19.883942,1.0686805,-0.22882342,12.343905,0.9956476,-0.009335050840476347,0.0028922823154663786,-1.6630427,11.363235,-0.03319141670605513,0.0483707149649592,-0.23279081,13.4524555,-0.01609148636619492,0.05026448587316581,6.609404,10.44285,10.268075,16.116804
10,16,-0.17057969,-0.1538104,5.357375,-7.199566,-0.27758533,0.8981109,-3.509715,20.08907,1.0498964,0.5749383,6.3773036,11.100863,-0.008173420612263048,0.009138700799518354,6.411223,20.064575,1.0738137,-0.2451335,12.423613,1.0084058,-0.010169235947471279,0.0031653331978073167,-1.6859752,11.305832,-0.03484819964288207,0.05089693547811497,-0.40762985,13.278963,-0.017118197099492246,0.05365351387459411,6.7257886,10.424487,10.476941,15.927005
11,16,-0.20806643,-0.14184405,5.1929865,-8.67062,-0.44974774,0.94872767,-4.620332,19.118532,1.040514,0.47563156,5.2429175,11.31362,-0.0067523576802712435,0.00748715527889953,6.1839333,21.265278,1.063,-0.20854387,12.881945,0.28255364,-0.008409324813363765,0.002884004117433978,-2.2334723,12.163696,-0.0320792724736564,0.04671642360194872,-0.8045443,13.918998,-0.015225930950920686,0.04729978964792644,6.58434,11.025301,5.3351607,15.441835
12,16,-0.17153569,-0.142034,5.1009645,-7.5219584,-0.2693879,0.9536722,-3.8525631,19.890318,1.0540792,0.6264215,6.139354,11.266552,-0.008968254999421457,0.010018068998608194,6.40017,20.390892,1.0752455,-0.250811,12.626705,0.84424496,-0.01040292121591142,0.003158657265788078,-1.9368006,11.423003,-0.035710619021083564,0.05222577769055464,-0.5219036,13.5497055,-0.017526319742141028,0.05492222452023992,6.5314126,10.590007,10.746374,15.708699
13,16,-0.17543565,-0.1456529,5.0117874,-7.5619116,-0.29696718,0.93023187,-3.8325021,19.921839,1.0502985,0.582893,6.0577,11.2284,-0.008253006139914183,0.009217030213412823,6.3579354,20.340006,1.0742104,-0.24567114,12.492262,0.68029875,-0.009998667624705884,0.0030767326445616445,-1.8602971,11.392609,-0.03536433795973081,0.05158328434079252,-0.3830812,13.360301,-0.017201335210273807,0.053884383655568545,6.620653,10.542088,10.756606,15.707981
14,16,-0.17218931,-0.15052816,5.2876167,-7.3604517,-0.2739047,0.91324663,-3.582538,20.049015,1.050367,0.5824452,6.2593727,11.245416,-0.008383471081674245,0.00936987508394313,6.3441157,20.279175,1.0752115,-0.2495938,12.489424,0.84851557,-0.010253843082307331,0.0031799154562183814,-1.8339419,11.37895,-0.03526156574374479,0.05145376757720672,-0.22533508,13.448708,-0.017355201038692293,0.05438581744108361,6.6078963,10.56508,10.549738,15.86939
15,16,-0.16456206,-0.14410663,5.219151,-7.3567047,-0.2552024,0.9362007,-3.6560004,20.029892,1.0540613,0.62510175,6.159333,11.247819,-0.00880218107625563,0.009837868879683964,6.452863,20.23341,1.0764319,-0.25337747,12.427432,0.9348644,-0.010471750744724182,0.0032169442023013994,-1.7073011,11.273544,-0.03546882689929668,0.05183110201668692,-0.567087,13.519556,-0.017425920769608774,0.0546504224645876,6.7887764,10.434817,10.595568,15.829217
16,16,-0.18750168,-0.2128067,7.64581,-7.745519,-0.3510074,0.61858,-1.7460885,18.470663,1.0434045,0.49789053,7.1322517,11.11864,-0.007324482258306209,0.008200990048028359,6.7633705,19.249615,1.0583767,-0.1931546,12.387125,1.3425393,-0.008056268301101953,0.0024281931056346893,-1.7509308,10.839796,-0.028336343178851985,0.04109972000044969,-0.48011276,13.061361,-0.013517280608335895,0.04230174348427574,6.370483,10.041125,4.7963014,16.970428
17,16,-0.178174,-0.1465623,4.9777565,-7.648138,-0.3084096,0.9233823,-3.9530969,19.809263,1.0418847,0.48628244,5.871507,11.194123,-0.006998347613240351,0.007810879443244383,6.2798467,20.536627,1.0664637,-0.22043201,12.554772,0.7019017,-0.008643268900485631,0.002656170846881227,-1.9429506,11.561687,-0.032802320327101495,0.04773314810543308,-0.5540036,13.453778,-0.0155868059251254,0.048724503363598216,6.401034,10.661624,10.816247,15.661323
18,16,-0.17569359,-0.13999619,4.9829135,-7.7381625,-0.29798424,0.95725834,-3.9955273,19.782808,1.0469421,0.54559755,5.859184,11.214419,-0.007787798475846528,0.008688202669111479,6.2446494,20.59907,1.0709367,-0.23557736,12.75332,0.77750134,-0.009373201400163992,0.0028980568173231952,-1.9852147,11.545556,-0.03444919004118933,0.050279488017296245,-0.5072177,13.667572,-0.016458713658044525,0.05151273876512595,6.3977647,10.834606,10.845055,15.678044
19,16,-0.18013574,-0.14640272,5.0030837,-7.7274575,-0.3191655,0.92744815,-4.0022535,19.76594,1.0445755,0.5179401,5.9675465,11.180867,-0.007403863940575629,0.008261168361438172,6.276701,20.559568,1.0700108,-0.23326637,12.641681,0.81005657,-0.00929836497959472,0.0028392786987642,-2.023891,11.51892,-0.03436743778777398,0.05016363761902961,-0.31766272,13.6881485,-0.016504006181194523,0.051633209878718285,6.570568,10.625786,4.548523,15.665369
20,16,-0.22719581,-0.13347457,5.547683,-8.9240465,-0.537883,0.9816201,-4.8117075,18.579569,1.0529027,0.6242385,4.8575916,11.671582,-0.008814430867815005,0.009729899969265002,6.230956,21.829466,1.0700346,-0.2290589,13.091973,-0.11707601,-0.009749166466581426,0.0035505539055807147,-2.518873,12.517606,-0.03319581438361435,0.04852145049003824,-0.7622019,14.358181,-0.016249228910925086,0.05045335971909178,6.425849,11.520869,-0.58495224,15.508074
21,16,-0.21893415,-0.14052483,5.2858243,-9.051891,-0.49899727,0.9496202,-4.994134,18.741608,1.0416653,0.49190062,4.7212133,11.502672,-0.006760746757674927,0.007458613228887563,6.2165823,21.805939,1.0602933,-0.19542943,13.0970335,-0.07794708,-0.00813523124546497,0.0029990989342469944,-2.4476159,12.642034,-0.029982889107303786,0.04367299053275797,-0.6992561,14.316588,-0.014306663738860704,0.04420020669984952,6.3600826,11.594028,5.5357475,15.424237
22,16,-0.21818487,-0.13489127,5.395049,-8.8146715,-0.4960919,0.9761514,-4.7472687,18.855734,1.0485405,0.57212347,4.960284,11.558615,-0.00795111851668017,0.008789445328089517,6.2147536,21.628183,1.0674503,-0.22226223,13.034751,0.11158114,-0.009159471836114623,0.003281711528247761,-2.5353432,12.480412,-0.03309476439787955,0.04830476456136796,-0.63967824,14.179909,-0.01590850600185382,0.049419441499638186,6.4131637,11.3142805,5.4737296,15.43696
23,16,-0.1935955,-0.1433361,5.019638,-8.187259,-0.39155626,0.9418482,-4.34621,19.470572,1.0407625,0.47733837,5.461089,11.354682,-0.006775393971530883,0.007524465905570973,6.2171636,21.081932,1.0635098,-0.20907302,12.849342,0.36381224,-0.008291960420697887,0.0027592846882533114,-2.2123196,11.949481,-0.03205615678733818,0.04665377760228926,-0.6586034,13.759785,-0.015055024501194114,0.04690579942304184,6.553168,11.180418,11.087244,15.563178
24,16,-0.22341952,-0.13405432,5.4231215,-8.901557,-0.5197636,0.97830707,-4.852405,18.725302,1.0500792,0.59091395,4.85505,11.5833645,-0.008214355108127153,0.00906870521134147,6.156817,21.66097,1.0675445,-0.21986963,13.183849,0.06464007,-0.009295794430960647,0.0034032786419437838,-2.4739327,12.580537,-0.03253261811225527,0.04745917911734387,-0.7709168,14.152466,-0.01574167898918449,0.048821058637587136,6.4643364,11.49328,11.806126,15.454036
